uniqueId,date,index_name,company,type,rating,price,fluct_rate
134289265701312,2022-05-30,NDX,NASDAQ,non-LargeCap,5,145,20.23
134289265701360,2022-06-14,D30,DJ,non-LargeCap,2,107,10.61
134289265701408,2022-04-25,NDX,NASDAQ,non-LargeCap,4,134,22.93
134289265701456,2022-10-16,IA,DJ,non-LargeCap,4,108,8.23
134289265701504,2022-01-07,D30,DJ,non-LargeCap,4,208,11.49
134289265701552,2022-05-10,400,SNP,LargeCap,4,239,16.86
134289265701600,2022-03-02,NDX,NASDAQ,non-LargeCap,4,111,24.04
134289265701648,2022-04-03,400,SNP,LargeCap,5,111,21.19
134289265701696,2022-11-17,500,SNP,LargeCap,4,105,13.42
134289265701744,2022-01-28,IA,DJ,non-LargeCap,4,126,13.05
134289265701792,2022-07-02,D30,DJ,non-LargeCap,5,191,6.86
134289265701840,2022-08-02,DSI,DJ,non-LargeCap,5,,11.04
134289265701888,2022-03-09,400,SNP,LargeCap,5,157,23.54
134289265701936,2022-05-16,NQGI,NASDAQ,non-LargeCap,5,102,12.7
134289265701984,2022-05-03,300,SNP,LargeCap,2,179,9.86
134289265702032,2022-07-15,300,SNP,LargeCap,2,212,15.18
134289265702080,2022-07-13,D30,DJ,non-LargeCap,3,147,22.89
134289265702128,2022-06-19,D30,DJ,non-LargeCap,2,155,13.92
134289265702176,2022-07-11,NDX,NASDAQ,non-LargeCap,3,151,15.26
134289265702224,2022-12-20,400,SNP,LargeCap,4,105,12.04
134289265702272,2022-05-24,400,SNP,LargeCap,3,124,11.5
134289265702320,2022-06-29,D30,DJ,non-LargeCap,4,117,24.03
134289265702368,2022-03-14,300,SNP,LargeCap,3,155,11.75
134289265702416,2022-07-10,D30,DJ,non-LargeCap,4,120,6.48
134289265702464,2022-08-30,500,SNP,LargeCap,4,121,8.14
134289265702512,2022-06-26,500,SNP,LargeCap,4,209,17.29
134289265702560,2022-03-22,400,SNP,LargeCap,4,166,11.9
134289265702608,2022-01-10,IA,DJ,non-LargeCap,4,157,16.4
134289265703136,2022-05-27,SOX,NASDAQ,non-LargeCap,5,121,24.22
134289265703184,2022-04-24,IA,DJ,non-LargeCap,4,121,16.58
134289265703232,2022-06-17,IA,DJ,non-LargeCap,4,131,19.12
134289265703280,2022-06-20,NDX,NASDAQ,non-LargeCap,3,106,14.62
134289265694976,2022-08-24,NQGI,NASDAQ,non-LargeCap,3,135,10.46
134289265695024,2022-08-21,IA,DJ,non-LargeCap,4,142,14.19
134289265695504,2022-09-19,NDX,NASDAQ,non-LargeCap,5,195,10.64
134289265695456,2022-06-09,NDX,NASDAQ,non-LargeCap,4,108,16.52
134289265694352,2022-10-08,D30,DJ,non-LargeCap,4,103,17.73
134289265696176,2022-06-13,300,SNP,LargeCap,4,137,21.19
134289265696128,2022-04-10,D30,DJ,non-LargeCap,5,120,15.54
134289265696032,2022-06-16,500,SNP,LargeCap,4,199,14.93
134289265703616,2022-09-10,D30,DJ,non-LargeCap,3,162,7.32
134289265703664,2022-06-22,400,SNP,LargeCap,4,112,12.31
134289265703712,2022-02-15,IA,DJ,non-LargeCap,3,111,11.04
134289265703760,2022-11-14,300,SNP,LargeCap,5,145,20.83
134289265703808,2022-04-16,IA,DJ,non-LargeCap,3,167,6.62
134289265703856,2022-07-30,300,SNP,LargeCap,5,198,23.82
134289265703904,2022-06-20,NDX,NASDAQ,non-LargeCap,4,170,5.43
134289265703952,2022-06-20,SOX,NASDAQ,non-LargeCap,4,208,
134289265704000,2022-07-07,DSI,DJ,non-LargeCap,4,115,20.53
134289265704048,2022-12-03,DSI,DJ,non-LargeCap,4,132,6.54
134289265704096,2022-05-14,500,SNP,LargeCap,5,,
134289265704144,2022-05-21,SOX,NASDAQ,non-LargeCap,5,141,18.78
134289265704192,2022-04-21,400,SNP,LargeCap,5,103,18.25
134289265704240,2022-08-19,DSI,DJ,non-LargeCap,3,215,13.91
134289265704288,2022-06-18,NDX,NASDAQ,non-LargeCap,2,195,5.77
134289265704336,2022-05-21,400,SNP,LargeCap,5,120,13.15
134289265704384,2022-07-29,SOX,NASDAQ,non-LargeCap,5,112,15.66
134289265704432,2022-06-22,400,SNP,LargeCap,5,171,13.41
134289265704480,2022-09-26,300,SNP,LargeCap,2,147,11.88
134289265704528,2022-05-27,NQGI,NASDAQ,non-LargeCap,5,114,7.03
134289265704576,2022-09-30,D30,DJ,non-LargeCap,5,108,11.07
134289265704624,2022-09-01,SOX,NASDAQ,non-LargeCap,4,138,13.62
134289265704672,2022-07-12,D30,DJ,non-LargeCap,5,148,6.74
134289265704720,2022-05-19,500,SNP,LargeCap,3,212,16.44
134289265704912,2022-06-02,NDX,NASDAQ,non-LargeCap,2,202,23.67
134289265693872,2022-01-15,NQGI,NASDAQ,non-LargeCap,5,150,13.04
134289265688640,2022-05-08,NQGI,NASDAQ,non-LargeCap,4,104,18.06
134289265688688,2022-11-06,D30,DJ,non-LargeCap,5,125,7.35
134289265688736,2022-07-03,D30,DJ,non-LargeCap,3,114,10.05
134289265688784,2022-08-28,D30,DJ,non-LargeCap,3,155,22.53
134289265688832,2022-12-04,IA,DJ,non-LargeCap,3,144,11.21
134289265688880,2022-08-04,NDX,NASDAQ,non-LargeCap,4,195,6.67
134289265688928,2022-11-10,NDX,NASDAQ,non-LargeCap,3,205,13.27
134289265688976,2022-07-15,SOX,NASDAQ,non-LargeCap,5,122,20.42
134289265689216,2022-06-12,NQGI,NASDAQ,non-LargeCap,5,234,14.6
134289265689888,2022-05-26,D30,DJ,non-LargeCap,4,155,15.73
134289265689840,2022-06-29,300,SNP,LargeCap,4,130,10.26
134289265689792,2022-09-30,D30,DJ,non-LargeCap,5,105,7.4
134289265689744,2022-09-17,300,SNP,LargeCap,,105,13.68
134289265689696,2022-08-28,300,SNP,LargeCap,4,,18.47
134289265689552,2022-10-21,DSI,DJ,non-LargeCap,2,157,21.73
134289265689504,2022-12-14,DSI,DJ,non-LargeCap,5,114,7.58
134289265689456,2022-03-31,D30,DJ,non-LargeCap,5,137,23.05
134289265689408,2022-07-19,NDX,NASDAQ,non-LargeCap,3,209,18.76
134289265689360,2022-04-13,500,SNP,LargeCap,3,114,12.57
134289265689312,2022-06-06,SOX,NASDAQ,non-LargeCap,4,126,16.52
134289265689264,2022-07-04,400,SNP,LargeCap,5,114,7.64
134289265703088,2022-05-14,NDX,NASDAQ,non-LargeCap,4,201,8.3
134289265703040,2022-01-10,NDX,NASDAQ,non-LargeCap,4,135,22.77
134289265702992,2022-01-14,D30,DJ,non-LargeCap,3,138,13.88
134289265702944,2022-01-23,NQGI,NASDAQ,non-LargeCap,4,124,9.63
134289265702896,2022-08-13,SOX,NASDAQ,non-LargeCap,5,157,16.92
134289265702800,2022-04-17,DSI,DJ,non-LargeCap,2,113,11.42
134289265702752,,NDX,NASDAQ,non-LargeCap,3,105,10.85
134289265700928,2022-10-05,SOX,NASDAQ,non-LargeCap,4,185,16.32
134289265699104,2022-09-08,400,SNP,LargeCap,4,178,23.35
134289265690416,2022-12-28,NDX,NASDAQ,non-LargeCap,3,148,18.67
134289265690464,2022-02-16,SOX,NASDAQ,non-LargeCap,2,114,13.45
134289265690512,2022-10-30,500,SNP,LargeCap,5,110,13.19
134289265690560,2022-06-14,D30,DJ,non-LargeCap,5,124,23.0
134289265690608,2022-05-29,NQGI,NASDAQ,non-LargeCap,5,139,6.31
134289265690656,2022-07-27,D30,DJ,non-LargeCap,4,181,7.51
134289265690704,2022-02-10,SOX,NASDAQ,non-LargeCap,2,179,14.23
134289265690752,2022-08-29,300,SNP,LargeCap,4,134,9.1
134289265690800,2022-03-15,NQGI,NASDAQ,non-LargeCap,5,175,15.6
134289265690848,2022-09-14,300,SNP,LargeCap,4,114,22.49
134289265690896,2022-08-05,400,SNP,LargeCap,,132,5.02
134289265690944,2022-09-13,NDX,NASDAQ,non-LargeCap,3,221,
134289265690992,2022-06-25,DSI,DJ,non-LargeCap,4,145,23.01
134289265691040,2022-09-11,DSI,DJ,non-LargeCap,4,122,20.55
134289265691088,2022-09-01,NQGI,NASDAQ,non-LargeCap,3,128,14.25
134289265691136,2022-04-24,SOX,NASDAQ,non-LargeCap,5,126,13.52
134289265691184,2022-02-22,DSI,DJ,non-LargeCap,4,108,19.37
134289265691232,2022-12-08,IA,DJ,non-LargeCap,5,119,14.61
134289265691280,2022-10-22,DSI,DJ,non-LargeCap,5,153,22.65
134289265691328,2022-08-25,500,SNP,LargeCap,4,117,8.37
134289265691376,2022-11-27,400,SNP,LargeCap,4,189,14.65
134289265691424,2022-03-11,D30,DJ,non-LargeCap,3,128,15.29
134289265691472,2022-02-24,D30,DJ,non-LargeCap,5,121,10.91
134289265691520,2022-10-17,NDX,NASDAQ,non-LargeCap,5,114,14.44
134289265691568,,SOX,NASDAQ,non-LargeCap,5,136,18.02
134289265691616,2022-08-26,IA,DJ,non-LargeCap,3,100,20.24
134289265691664,2022-09-19,NQGI,NASDAQ,non-LargeCap,,140,18.48
134289265691712,2022-04-15,SOX,NASDAQ,non-LargeCap,5,172,13.43
134289265691760,2022-04-18,IA,DJ,non-LargeCap,4,116,18.46
134289265691808,2022-07-24,300,SNP,LargeCap,3,,
134289265691856,2022-05-01,300,SNP,LargeCap,4,117,
134289265691904,2022-08-14,300,SNP,LargeCap,4,161,13.6
134289265691952,2022-12-04,NDX,NASDAQ,non-LargeCap,4,177,8.04
134289265692000,2022-10-02,300,SNP,LargeCap,4,115,19.08
134289265692048,2022-03-29,SOX,NASDAQ,non-LargeCap,4,116,20.21
134289265692096,2022-08-10,SOX,NASDAQ,non-LargeCap,4,135,22.7
134289265692144,2022-08-12,400,SNP,LargeCap,5,196,21.97
134289265692192,2022-05-12,300,SNP,LargeCap,3,121,16.31
134289265692240,2022-02-18,DSI,DJ,non-LargeCap,5,119,14.76
134289265692288,2022-02-04,NDX,NASDAQ,non-LargeCap,5,157,15.83
134289265692336,2022-02-02,400,SNP,LargeCap,4,138,18.06
134289265692384,2022-05-02,NDX,NASDAQ,non-LargeCap,2,165,13.38
134289265692432,2022-07-15,IA,DJ,non-LargeCap,3,,14.18
134289265692480,2022-07-13,NQGI,NASDAQ,non-LargeCap,4,128,18.68
134289265692528,2022-03-18,300,SNP,LargeCap,3,105,22.03
134289265692576,2022-06-28,NQGI,NASDAQ,non-LargeCap,4,101,10.75
134289265692624,2022-12-11,400,SNP,LargeCap,3,174,14.46
134289265692672,2022-02-09,400,SNP,LargeCap,5,231,20.31
134289265692720,2022-08-02,400,SNP,LargeCap,4,102,18.73
134289265692768,2022-04-04,300,SNP,LargeCap,,103,20.48
134289265692816,2022-04-17,NQGI,NASDAQ,non-LargeCap,5,,5.55
134289265692864,2022-07-25,SOX,NASDAQ,non-LargeCap,5,172,12.9
134289265692912,2022-03-08,D30,DJ,non-LargeCap,5,178,21.23
134289265692960,2022-06-03,IA,DJ,non-LargeCap,5,114,21.03
134289265693008,2022-10-19,D30,DJ,non-LargeCap,4,122,10.2
134289265693056,2022-10-03,D30,DJ,non-LargeCap,3,116,
134289265693104,2022-04-28,300,SNP,LargeCap,2,115,9.65
134289265693152,2022-02-26,NDX,NASDAQ,non-LargeCap,4,189,15.03
134289265693200,2022-07-21,300,SNP,LargeCap,4,258,17.93
134289265693248,2022-05-17,SOX,NASDAQ,non-LargeCap,4,102,8.86
134289265693296,2022-07-02,400,SNP,LargeCap,4,144,11.09
134289265693344,2022-08-09,400,SNP,LargeCap,5,180,12.35
134289265693392,2022-08-17,400,SNP,LargeCap,4,132,18.51
134289265693440,2022-09-04,300,SNP,LargeCap,5,121,12.75
134289265693488,2022-07-11,500,SNP,LargeCap,5,112,18.69
134289265693536,2022-02-25,NDX,NASDAQ,non-LargeCap,5,137,9.67
134289265693584,2022-05-13,500,SNP,LargeCap,4,114,13.35
134289265693632,2022-04-23,300,SNP,LargeCap,5,119,20.3
134289265693680,2022-07-13,400,SNP,LargeCap,,135,17.73
134289265693728,2022-05-22,IA,DJ,non-LargeCap,5,266,22.3
134289265693776,2022-06-05,NDX,NASDAQ,non-LargeCap,5,151,19.51
134289265693824,2022-03-31,NQGI,NASDAQ,non-LargeCap,3,152,18.33
134289265693920,2022-11-10,400,SNP,LargeCap,4,132,19.19
134289265693968,2022-04-29,NDX,NASDAQ,non-LargeCap,5,181,12.57
134289265694016,2022-03-16,NQGI,NASDAQ,non-LargeCap,4,117,13.44
134289265694064,2022-05-16,IA,DJ,non-LargeCap,4,244,12.61
134289265694448,2022-06-09,NDX,NASDAQ,non-LargeCap,4,106,10.72
134289265694496,2022-05-12,500,SNP,LargeCap,4,132,8.83
134289265694544,2022-08-07,DSI,DJ,non-LargeCap,3,258,11.25
134289265694592,2022-07-10,D30,DJ,non-LargeCap,3,129,17.06
134289265694304,2022-01-09,400,SNP,LargeCap,3,241,12.36
134289265694400,2022-03-21,D30,DJ,non-LargeCap,4,104,24.66
134289265694256,2022-09-16,IA,DJ,non-LargeCap,2,128,17.12
134289265694160,2022-04-30,300,SNP,LargeCap,3,105,16.31
134289265694208,2022-11-15,NDX,NASDAQ,non-LargeCap,4,167,20.78
134289265695600,2022-09-18,SOX,NASDAQ,non-LargeCap,5,123,16.01
134289265695744,2022-09-09,SOX,NASDAQ,non-LargeCap,5,136,10.35
134289265695696,2022-03-30,300,SNP,LargeCap,4,224,20.55
134289265695648,2022-10-15,400,SNP,LargeCap,4,153,18.3
134289265695984,2022-05-05,IA,DJ,non-LargeCap,4,164,18.57
134289265694880,2022-04-21,IA,DJ,non-LargeCap,4,167,16.84
134289265694832,2022-08-22,400,SNP,LargeCap,4,,7.66
134289265694928,2022-07-12,SOX,NASDAQ,non-LargeCap,3,101,19.61
134289265696224,2022-09-18,SOX,NASDAQ,non-LargeCap,4,143,21.92
134289265694112,2022-07-04,D30,DJ,non-LargeCap,5,111,13.47
134289265695888,2022-07-04,NDX,NASDAQ,non-LargeCap,5,,13.69
134289265696080,2022-05-24,NQGI,NASDAQ,non-LargeCap,4,169,16.24
134289265694784,2022-07-22,300,SNP,LargeCap,,103,19.37
134289265694736,2022-06-02,300,SNP,LargeCap,4,151,24.51
134289265694640,,500,SNP,LargeCap,4,135,20.32
134289265695072,,NQGI,NASDAQ,non-LargeCap,2,219,18.39
134289265695120,2022-10-16,300,SNP,LargeCap,5,101,12.49
134289265695168,2022-10-09,DSI,DJ,non-LargeCap,5,107,8.41
134289265695216,2022-04-17,D30,DJ,non-LargeCap,2,209,12.14
134289265695264,2022-09-30,500,SNP,LargeCap,4,156,18.1
134289265695312,2022-04-03,NQGI,NASDAQ,non-LargeCap,3,211,11.11
134289265695360,2022-05-02,300,SNP,LargeCap,4,107,18.24
134289265695408,2022-09-06,NQGI,NASDAQ,non-LargeCap,5,204,15.41
134289265696272,,SOX,NASDAQ,non-LargeCap,3,110,16.5
134289265696320,2022-07-08,500,SNP,LargeCap,,118,10.53
134289265696368,2022-10-10,SOX,NASDAQ,non-LargeCap,5,183,
134289265696416,2022-07-12,D30,DJ,non-LargeCap,5,160,14.4
134289265696464,2022-06-29,400,SNP,LargeCap,,210,17.52
134289265696512,2022-02-04,NDX,NASDAQ,non-LargeCap,5,155,20.36
134289265696560,2022-06-16,NDX,NASDAQ,non-LargeCap,3,195,19.57
134289265696608,2022-08-25,300,SNP,LargeCap,5,154,23.8
134289265696656,,DSI,DJ,non-LargeCap,5,127,15.74
134289265696704,2022-07-12,DSI,DJ,non-LargeCap,5,,11.6
134289265696752,2022-11-27,NDX,NASDAQ,non-LargeCap,4,139,12.38
134289265696800,2022-05-07,SOX,NASDAQ,non-LargeCap,5,112,19.84
134289265696848,2022-07-27,400,SNP,LargeCap,5,172,22.4
134289265696896,2022-05-03,500,SNP,LargeCap,3,230,13.59
134289265696944,2022-08-12,500,SNP,LargeCap,5,119,16.38
134289265696992,2022-07-23,DSI,DJ,non-LargeCap,3,200,8.38
134289265697040,2022-04-01,SOX,NASDAQ,non-LargeCap,4,113,9.89
134289265697088,2022-07-26,D30,DJ,non-LargeCap,5,166,
134289265697136,2022-04-13,SOX,NASDAQ,non-LargeCap,4,233,18.54
134289265697184,2022-02-28,SOX,NASDAQ,non-LargeCap,5,191,18.95
134289265697232,2022-07-11,D30,DJ,non-LargeCap,5,115,6.72
134289265697280,2022-10-23,DSI,DJ,non-LargeCap,5,144,6.87
134289265697328,2022-08-09,D30,DJ,non-LargeCap,5,237,16.58
134289265697376,2022-04-23,NDX,NASDAQ,non-LargeCap,5,133,21.77
134289265697424,2022-08-18,IA,DJ,non-LargeCap,5,135,5.98
134289265697472,2022-02-24,D30,DJ,non-LargeCap,5,170,12.26
134289265697520,2022-02-22,NQGI,NASDAQ,non-LargeCap,4,141,14.97
134289265697568,2022-01-15,SOX,NASDAQ,non-LargeCap,5,136,18.87
134289265697616,2022-02-03,400,SNP,LargeCap,4,121,11.38
134289265697664,2022-09-13,IA,DJ,non-LargeCap,4,247,15.55
134289265697712,2022-03-22,IA,DJ,non-LargeCap,5,117,18.68
134289265697760,2022-11-07,NDX,NASDAQ,non-LargeCap,4,186,15.45
134289265697808,2022-08-06,SOX,NASDAQ,non-LargeCap,4,157,18.33
134289265697856,2022-08-02,NQGI,NASDAQ,non-LargeCap,5,131,9.18
134289265697904,2022-10-11,D30,DJ,non-LargeCap,3,128,11.06
134289265697952,2022-08-15,500,SNP,LargeCap,4,144,14.52
134289265698000,,NDX,NASDAQ,non-LargeCap,4,132,11.62
134289265698048,2022-06-17,IA,DJ,non-LargeCap,5,117,22.85
134289265698096,2022-04-11,SOX,NASDAQ,non-LargeCap,5,233,
134289265698144,2022-05-20,D30,DJ,non-LargeCap,4,110,8.92
134289265698192,2022-09-01,D30,DJ,non-LargeCap,2,121,
134289265698240,2022-03-04,400,SNP,LargeCap,4,142,14.59
134289265698288,2022-05-30,NQGI,NASDAQ,non-LargeCap,4,104,11.03
134289265698336,2022-06-29,NQGI,NASDAQ,non-LargeCap,4,114,17.41
134289265698384,2022-10-23,DSI,DJ,non-LargeCap,4,129,15.64
134289265698432,2022-12-10,D30,DJ,non-LargeCap,,112,14.62
134289265698480,2022-10-07,SOX,NASDAQ,non-LargeCap,5,130,18.06
134289265698528,2022-10-12,NQGI,NASDAQ,non-LargeCap,4,130,16.03
134289265698576,2022-04-25,NQGI,NASDAQ,non-LargeCap,5,121,16.63
134289265698624,2022-08-28,300,SNP,LargeCap,3,200,17.93
134289265698672,2022-03-22,DSI,DJ,non-LargeCap,5,144,15.08
134289265698720,2022-08-05,SOX,NASDAQ,non-LargeCap,4,142,24.95
134289265417168,2022-11-18,D30,DJ,non-LargeCap,4,147,21.19
134289265417456,2022-06-12,300,SNP,LargeCap,4,116,10.34
134289265417408,2022-07-19,IA,DJ,non-LargeCap,3,177,20.33
134289265417552,2022-04-22,400,SNP,LargeCap,3,167,21.07
134289265416592,2022-04-03,SOX,NASDAQ,non-LargeCap,5,190,19.16
134289265416640,2022-07-09,DSI,DJ,non-LargeCap,4,125,7.48
134289265417120,2022-03-15,300,SNP,LargeCap,5,124,11.67
134289265417072,2022-11-19,300,SNP,LargeCap,4,100,17.15
134289265415968,2022-02-11,NQGI,NASDAQ,non-LargeCap,5,113,17.2
134289265417792,2022-07-29,NQGI,NASDAQ,non-LargeCap,5,110,11.47
134289265417744,2022-06-17,NDX,NASDAQ,non-LargeCap,4,106,9.59
134289265417648,2022-06-29,500,SNP,LargeCap,4,112,16.68
134289265415488,2022-09-08,IA,DJ,non-LargeCap,5,178,23.29
134289265410112,2022-09-23,SOX,NASDAQ,non-LargeCap,5,269,16.06
134289265410160,2022-08-30,300,SNP,LargeCap,5,109,12.4
134289265410208,2022-06-27,IA,DJ,non-LargeCap,4,208,15.74
134289265410256,2022-11-17,DSI,DJ,non-LargeCap,3,127,7.17
134289265410304,2022-07-08,300,SNP,LargeCap,5,179,
134289265410352,2022-07-08,300,SNP,LargeCap,5,129,15.08
134289265410400,2022-05-27,DSI,DJ,non-LargeCap,5,100,15.27
134289265410448,2022-10-15,IA,DJ,non-LargeCap,4,104,14.07
134289265410496,2022-04-14,300,SNP,LargeCap,5,,14.84
134289265410544,2022-08-08,D30,DJ,non-LargeCap,2,185,15.16
134289265410592,,500,SNP,LargeCap,4,101,20.32
134289265410640,2022-08-04,500,SNP,LargeCap,5,,13.62
134289265410688,2022-07-29,NDX,NASDAQ,non-LargeCap,4,,12.34
134289265410736,2022-11-15,IA,DJ,non-LargeCap,4,147,12.71
134289265410784,2022-06-10,NQGI,NASDAQ,non-LargeCap,4,171,14.46
134289265410832,2022-07-22,NDX,NASDAQ,non-LargeCap,2,161,18.13
134289265410880,2022-12-20,SOX,NASDAQ,non-LargeCap,2,153,16.55
134289265410928,2022-03-03,500,SNP,LargeCap,4,249,21.26
134289265410976,2022-01-03,IA,DJ,non-LargeCap,5,117,21.31
134289265411024,2022-07-04,IA,DJ,non-LargeCap,5,166,13.02
134289265411072,2022-05-21,500,SNP,LargeCap,5,141,6.26
134289265411120,2022-08-21,IA,DJ,non-LargeCap,5,113,13.89
134289265411168,2022-07-11,NDX,NASDAQ,non-LargeCap,4,112,10.54
134289265411216,2022-04-03,SOX,NASDAQ,non-LargeCap,,225,20.19
134289265411264,2022-05-19,500,SNP,LargeCap,3,160,13.01
134289265411312,2022-10-01,300,SNP,LargeCap,4,,16.15
134289265411360,2022-08-15,NDX,NASDAQ,non-LargeCap,5,181,9.89
134289265411408,2022-09-02,300,SNP,LargeCap,3,165,10.19
134289265411456,2022-10-17,DSI,DJ,non-LargeCap,5,220,19.15
134289265411504,2022-11-14,D30,DJ,non-LargeCap,5,162,19.75
134289265411552,2022-04-29,400,SNP,LargeCap,4,103,16.64
134289265411600,2022-04-24,DSI,DJ,non-LargeCap,4,107,7.74
134289265411648,2022-04-23,DSI,DJ,non-LargeCap,4,117,16.42
134289265411696,2022-01-30,DSI,DJ,non-LargeCap,4,252,17.01
134289265411744,2022-02-22,D30,DJ,non-LargeCap,5,159,13.88
134289265411792,2022-09-16,DSI,DJ,non-LargeCap,4,181,8.67
134289265411840,2022-03-14,500,SNP,LargeCap,5,138,6.08
134289265411888,2022-05-29,500,SNP,LargeCap,5,115,17.79
134289265411936,2022-01-24,300,SNP,LargeCap,4,,5.48
134289265411984,2022-02-28,IA,DJ,non-LargeCap,,180,19.88
134289265412032,2022-05-14,300,SNP,LargeCap,4,120,16.1
134289265412080,2022-06-04,300,SNP,LargeCap,4,201,16.86
134289265412128,2022-06-13,NDX,NASDAQ,non-LargeCap,5,223,9.75
134289265412176,2022-06-13,IA,DJ,non-LargeCap,4,118,6.74
134289265412224,2022-06-19,D30,DJ,non-LargeCap,4,155,7.49
134289265412272,2022-07-26,NDX,NASDAQ,non-LargeCap,3,160,17.7
134289265412320,2022-08-01,D30,DJ,non-LargeCap,5,152,11.43
134289265412368,2022-10-04,NQGI,NASDAQ,non-LargeCap,3,279,
134289265412416,2022-07-19,NDX,NASDAQ,non-LargeCap,5,136,10.8
134289265412464,2022-07-13,NDX,NASDAQ,non-LargeCap,3,139,7.56
134289265412512,2022-07-10,SOX,NASDAQ,non-LargeCap,4,144,18.92
134289265412560,2022-05-16,IA,DJ,non-LargeCap,5,104,18.76
134289265412608,2022-03-20,IA,DJ,non-LargeCap,5,128,14.32
134289265412656,2022-05-23,300,SNP,LargeCap,3,146,11.68
134289265412704,2022-06-05,IA,DJ,non-LargeCap,3,192,12.04
134289265412752,2022-09-13,300,SNP,LargeCap,3,,11.47
134289265412800,,NDX,NASDAQ,non-LargeCap,4,139,19.97
134289265412848,2022-10-05,NDX,NASDAQ,non-LargeCap,4,102,14.02
134289265412896,2022-05-26,IA,DJ,non-LargeCap,5,136,12.83
134289265412944,2022-11-09,400,SNP,LargeCap,5,160,10.06
134289265412992,2022-06-14,500,SNP,LargeCap,5,123,11.26
134289265413040,,300,SNP,LargeCap,4,197,17.69
134289265413088,2022-08-27,500,SNP,LargeCap,5,,20.55
134289265413136,2022-07-10,D30,DJ,non-LargeCap,5,101,16.83
134289265413184,2022-12-09,NQGI,NASDAQ,non-LargeCap,5,173,18.84
134289265413232,2022-02-05,NQGI,NASDAQ,non-LargeCap,3,138,
134289265413280,,NQGI,NASDAQ,non-LargeCap,2,102,18.47
134289265413328,2022-02-23,NDX,NASDAQ,non-LargeCap,4,101,5.73
134289265413376,,400,SNP,LargeCap,4,130,15.43
134289265413424,2022-10-09,300,SNP,LargeCap,5,190,7.87
134289265413472,2022-07-01,DSI,DJ,non-LargeCap,4,122,16.14
134289265413520,2022-06-25,SOX,NASDAQ,non-LargeCap,4,185,9.66
134289265413568,2022-08-30,IA,DJ,non-LargeCap,2,124,20.64
134289265413616,2022-10-08,D30,DJ,non-LargeCap,4,125,12.93
134289265413664,2022-07-28,NDX,NASDAQ,non-LargeCap,5,184,24.4
134289265413712,2022-09-14,400,SNP,LargeCap,4,195,16.04
134289265413760,2022-10-19,300,SNP,LargeCap,5,137,17.95
134289265413808,2022-09-08,D30,DJ,non-LargeCap,3,161,7.54
134289265413856,2022-11-04,500,SNP,LargeCap,5,103,18.66
134289265413904,,DSI,DJ,non-LargeCap,5,115,11.86
134289265413952,2022-05-27,NQGI,NASDAQ,non-LargeCap,3,129,15.78
134289265414000,,SOX,NASDAQ,non-LargeCap,4,205,21.45
134289265414048,2022-08-13,NDX,NASDAQ,non-LargeCap,5,118,18.3
134289265414096,2022-03-08,IA,DJ,non-LargeCap,,100,8.3
134289265414144,2022-10-28,500,SNP,LargeCap,2,121,18.37
134289265414192,2022-06-10,300,SNP,LargeCap,5,139,7.75
134289265414240,2022-10-20,D30,DJ,non-LargeCap,5,111,7.44
134289265414288,2022-06-06,IA,DJ,non-LargeCap,2,146,19.11
134289265414336,2022-07-30,400,SNP,LargeCap,3,129,7.79
134289265414384,2022-10-16,NQGI,NASDAQ,non-LargeCap,5,146,5.75
134289265414432,2022-11-08,DSI,DJ,non-LargeCap,,103,16.28
134289265414480,2022-12-20,NDX,NASDAQ,non-LargeCap,4,195,14.66
134289265414528,,300,SNP,LargeCap,5,153,14.11
134289265414576,2022-05-18,SOX,NASDAQ,non-LargeCap,5,103,8.14
134289265414624,2022-05-31,SOX,NASDAQ,non-LargeCap,2,208,14.66
134289265414672,2022-10-22,IA,DJ,non-LargeCap,2,111,16.63
134289265414720,2022-07-03,300,SNP,LargeCap,4,108,13.32
134289265414768,2022-06-11,NDX,NASDAQ,non-LargeCap,5,111,24.31
134289265414816,2022-03-08,NQGI,NASDAQ,non-LargeCap,2,163,20.23
134289265414864,2022-08-02,D30,DJ,non-LargeCap,5,127,19.87
134289265414912,2022-05-18,400,SNP,LargeCap,2,147,23.69
134289265414960,2022-09-08,D30,DJ,non-LargeCap,3,106,15.66
134289265415008,,DSI,DJ,non-LargeCap,4,162,12.73
134289265415056,2022-09-10,IA,DJ,non-LargeCap,4,105,11.43
134289265415104,2022-07-29,DSI,DJ,non-LargeCap,4,178,12.15
134289265415152,2022-06-22,SOX,NASDAQ,non-LargeCap,4,138,13.38
134289265415200,2022-06-25,D30,DJ,non-LargeCap,4,237,
134289265415248,2022-02-16,300,SNP,LargeCap,3,105,19.9
134289265415296,2022-10-28,IA,DJ,non-LargeCap,5,176,9.65
134289265415344,2022-05-23,NQGI,NASDAQ,non-LargeCap,5,110,20.45
134289265415392,2022-04-22,DSI,DJ,non-LargeCap,5,105,14.24
134289265415440,2022-10-04,300,SNP,LargeCap,4,106,13.17
134289265415536,2022-10-23,300,SNP,LargeCap,5,122,14.54
134289265415584,2022-10-18,500,SNP,LargeCap,4,200,10.68
134289265415632,2022-03-19,300,SNP,LargeCap,4,215,17.82
134289265415680,2022-04-14,DSI,DJ,non-LargeCap,4,117,11.58
134289265416064,2022-07-18,NDX,NASDAQ,non-LargeCap,4,179,17.64
